Zona,Área total (km²),Área urbana (km²),% urbano
Conservación,93.52509468708838,3.1542923915601966,3.3726695515397997
Recuperación,244.85631724154103,17.08696902187644,6.978365604110929
Uso Controlado,5594.572075872795,112.37977344703357,2.0087286734884273
