Zona,Área total (km2),Área urbana (km2),% urbano
Conservación,93.97335276551337,3.1542923915601966,3.35658173166486
Recuperación,247.10550466068165,17.08696902187644,6.914847585180178
Uso Controlado,5594.572075872795,112.37977344703357,2.0087286734884273
